68.601997	102.491997	3
454.665985	264.80899	4
101.283997	169.285995	3
372.61499	263.140991	4
300.989014	46.555	1
100.904999	205.776993	3
110.170998	55.647999	1
118.856003	47.445999	1
355.247009	76.431	1
276.085999	182.048004	2
143.376007	117.737999	3
204.207001	133.410004	2
78.260002	139.326996	3
158.722	211.529999	3
68.433998	59.125	1
407.505005	160.498001	5
416.434998	150.445999	5
507.549011	190.889008	6
149.841003	204.709	3
498.759003	181.947998	6
274.61499	232.733994	4
84.023003	90.084	3
362.240997	242.054993	4
505.821014	159.210007	6
420.803986	134.830002	5
504.035004	314.125	2
356.670013	199.093994	2
326.54599	91.766998	5
214.477005	63.821999	1
351.351013	86.885002	5
216.041	242.024994	4
441.700012	277.333008	4
68.678001	203.095001	3
547.051025	99.218002	6
405.983002	141.934006	5
402.23999	247.876007	4
197.134003	260.622009	4
163.141006	66.302002	1
561.950989	172.966995	6
340.036987	115.315002	5
63.076	78.059998	1
261.072998	268.122009	4
319.376007	65.832001	1
494.333008	148.839005	6
537.507019	279.666992	6
430.949005	114.013	5
393.601013	118.588997	5
320.429993	57.284	1
77.561996	152.847	3
361.268005	272.518005	4
417.06601	120.683998	5
79.098	128.404999	3
76.775002	83.792	3
136.695999	213.328003	3
423.141998	161.445999	5
88.132004	84.512001	3
201.807999	97.972	2
200.869003	200.106003	3
351.790009	207.098999	2
127.745003	218.070007	3
561.827026	150.697006	6
144.490997	171.658005	3
571.211975	245.481995	6
559.039001	230.925995	6
289.503998	114.581001	2
209.492996	54.874001	1
431.458008	269.970001	4
429.272003	284.454987	4
45.702999	139.164993	3
279.834991	156.0	2
321.253998	75.781998	1
199.570999	159.617004	3
179.005997	238.615005	3
57.527	198.425995	3
359.072998	279.493988	4
289.561005	274.976013	4
366.042999	43.703999	1
493.071014	137.214996	6
74.259003	114.186996	3
63.905998	186.028	3
272.247009	148.520004	2
450.420013	276.351013	4
118.652	47.566002	1
153.822006	156.339996	3
206.664001	148.380005	2
398.006012	120.303001	5
246.253998	234.438004	4
92.309998	114.417999	3
529.077026	73.43	6
129.910004	133.876999	3
382.894989	44.820999	1
506.03299	181.779007	6
62.486	89.726997	3
296.484009	74.566002	1
551.643982	152.569	6
209.496994	231.393997	3
239.556	241.076004	4
540.18103	57.262001	6
172.682999	272.181	4
290.518005	190.050995	2
316.924988	50.752998	1
97.491997	58.952999	1
156.371994	260.43399	4
345.459015	153.759995	5
264.006012	112.605003	2
224.138	75.088997	1
228.167999	167.130005	2
512.265015	44.147999	6
145.080002	237.365005	3
253.703003	237.498993	4
201.904999	53.102001	1
556.010986	101.082001	6
452.518005	269.38501	4
371.035004	258.471008	4
457.580994	127.716003	6
499.487	145.822006	6
74.156998	158.457001	3
328.513	242.401993	4
216.210007	85.133003	1
509.731995	149.987	6
199.266998	265.593994	4
211.369003	70.834999	1
344.519012	43.955002	1
517.099976	272.819	4
80.834999	114.596001	3
506.614014	164.535004	6
373.147003	183.348007	5
340.328003	148.423004	5
414.768005	120.626999	5
404.617004	188.162994	5
628.765015	182.190002	6
388.846008	201.076996	2
239.492996	76.288002	1
374.455994	277.561005	4
406.261993	62.543999	1
204.399002	238.399002	3
287.777008	109.091003	2
373.372009	200.987	2
85.685997	111.491997	3
537.796997	200.25	6
379.643005	203.580002	2
337.071014	264.25	4
142.104996	174.246994	3
607.012024	95.57	6
363.566986	117.723	5
403.928009	48.665001	1
357.195007	148.770004	5
291.483002	275.625	4
422.089996	46.941002	1
271.251007	248.488998	4
553.254028	215.649994	6
431.526001	264.532013	4
542.892029	216.173996	6
142.255005	48.327	1
189.363998	192.710007	3
221.811996	95.016998	2
225.774994	182.016006	3
150.815994	38.931999	1
202.830002	59.569	1
505.18399	78.089996	6
372.13501	54.532001	1
402.973999	152.485001	5
265.846008	156.804993	2
87.424004	122.912003	3
423.587006	303.122009	2
501.61499	182.664001	6
276.358002	67.304001	1
274.273987	127.918999	2
189.867004	194.475998	3
401.798004	104.116997	5
204.031998	58.139999	1
219.970001	275.52301	4
215.925995	109.172997	2
544.536011	153.227997	6
545.335022	209.330994	6
277.588013	118.246002	2
218.899002	250.218994	4
226.056	120.683998	2
549.719971	180.001999	6
199.910004	276.138	4
70.335999	206.401001	3
61.004002	100.904999	3
121.459999	76.32	1
564.698975	201.604004	6
289.307007	224.518005	2
206.908005	146.298004	2
36.775002	70.014999	1
496.278992	160.412003	6
516.98999	70.311996	6
339.785004	263.169006	4
225.919006	79.082001	1
360.173004	211.240005	2
366.281006	58.452999	1
424.911011	136.615997	5
548.374023	145.423004	6
387.81601	113.753998	5
451.851013	273.096008	4
283.040985	48.144001	1
404.425995	257.584015	4
402.472992	220.733994	2
142.244003	231.229996	3
145.981003	227.061996	3
284.207001	264.682007	4
337.813995	257.343994	4
105.432999	51.442001	1
545.223999	225.050995	6
208.389999	75.332001	1
345.174011	203.871994	2
273.891998	219.988998	2
289.348999	173.746002	2
564.370972	89.732002	6
412.708008	116.077003	5
271.722992	132.408997	2
421.483002	211.5	5
264.535004	268.019989	4
489.466003	162.869995	6
89.891998	213.235001	3
543.458984	286.915009	6
223.421005	68.188004	1
392.941986	135.414001	5
68.300003	187.684006	3
489.808014	165.391006	6
69.912003	147.278	3
390.70401	47.810001	1
287.981995	216.134003	2
139.628998	129.983994	3
147.276993	106.360001	3
541.437012	127.388	6
400.450989	123.732002	5
218.242996	155.307007	2
202.481003	72.197998	1
168.029999	261.265991	4
619.125	69.594002	1
436.709991	270.841003	4
154.612	215.951996	3
80.824997	214.630997	3
371.253998	171.539993	5
424.859009	180.199997	5
93.010002	97.033997	3
189.403	262.306	4
523.78302	156.403	6
381.270996	68.849998	1
256.622009	247.914993	4
149.822006	273.040985	3
183.729996	260.953003	4
331.835999	118.959999	5
424.648987	195.048996	5
220.880997	157.615005	2
285.415985	275.282013	4
269.653015	164.266006	2
291.615997	250.156998	4
414.29599	274.463989	4
537.828979	47.889999	6
460.194	53.077	1
554.737	172.768997	6
434.062988	300.112	2
501.873993	52.792999	1
227.223999	158.391998	2
373.740997	163.035995	5
288.677002	27.166	1
280.084991	239.257004	4
277.212006	143.406006	2
422.904999	216.330994	2
271.049988	123.362999	2
616.098999	180.867004	6
259.847992	138.880997	2
264.355988	244.201996	4
515.554016	127.195	6
83.997002	48.472	1
539.46698	94.116997	6
143.669998	124.126999	3
414.031006	205.598007	5
565.843994	142.675003	6
137.481995	266.582001	4
167.115997	273.621002	4
527.073975	153.166	6
563.408997	113.121002	6
161.460007	81.219002	1
369.475006	192.703003	2
399.17099	173.389999	5
200.938004	48.734001	1
537.911011	236.192001	6
191.440002	74.565002	1
495.971985	148.302002	6
73.046997	69.907997	1
87.688004	201.998993	3
