15.55	19.85	2
16.75	12.2	3
22.35	15.8	1
11.1	22.15	1
28.9	5.55	1
11.8	16.05	2
18.2	3.2	1
18.05	7.25	2
3.45	17.75	3
9.7	7.85	1
22.75	20.05	1
17.85	11.5	3
21.55	15.0	1
7.45	13.0	1
12.05	5.65	1
17.15	23.75	1
22.7	16.4	1
20.5	7.0	2
13.3	18.6	2
25.35	13.3	3
28.0	10.1	2
17.8	19.7	2
3.05	14.15	3
31.15	15.05	2
15.55	27.75	3
25.65	23.45	3
20.7	22.55	1
19.15	11.05	3
14.85	4.1	1
21.85	3.05	1
23.8	25.3	3
26.75	21.25	3
21.35	31.1	2
25.7	8.4	2
9.5	26.0	3
26.55	14.85	3
23.15	7.4	2
14.45	19.5	2
23.15	18.65	1
21.9	15.3	1
15.8	8.05	2
6.8	23.85	3
13.05	23.2	1
22.0	21.25	1
24.9	29.65	2
29.95	24.45	2
22.3	11.3	3
24.05	12.2	3
12.3	17.6	2
12.45	27.25	3
16.85	19.9	2
16.2	12.8	3
27.75	27.35	2
9.3	20.3	1
31.65	18.15	2
18.55	27.7	3
3.55	10.65	3
27.35	19.1	3
8.15	10.35	1
4.7	21.1	3
31.95	7.95	1
11.8	12.65	2
31.25	21.3	2
13.95	9.3	2
27.15	16.9	3
7.35	15.75	1
20.7	10.95	3
15.9	13.4	3
25.4	3.85	1
15.1	23.75	1
8.05	18.15	1
23.1	17.45	1
29.9	12.3	2
11.55	14.35	2
21.45	26.8	3
19.1	23.35	1
12.65	10.9	2
15.65	14.05	3
7.35	24.45	3
20.9	3.0	1
13.55	18.85	2
21.85	15.25	1
22.9	19.65	1
29.5	11.75	2
31.6	17.35	2
19.9	6.95	2
14.85	19.55	2
10.2	26.35	3
16.65	12.35	3
27.0	16.4	3
18.85	11.1	3
9.35	8.35	1
21.5	14.9	1
30.4	23.7	2
31.35	20.55	2
17.75	23.75	1
17.5	7.35	2
15.4	8.35	2
13.45	23.4	1
22.5	7.3	2
7.35	13.75	1
30.9	14.35	2
12.55	17.85	2
18.0	19.6	2
8.3	18.75	1
17.2	19.9	2
31.15	7.3	1
20.35	10.95	3
23.05	17.15	1
15.8	13.5	3
17.3	3.25	1
11.75	13.05	2
19.35	27.6	3
25.05	12.95	3
24.6	3.6	1
9.65	20.8	1
15.65	14.25	3
22.25	30.9	2
26.3	14.45	3
25.15	8.05	2
7.55	16.35	1
15.7	23.75	1
3.7	18.7	3
26.05	23.0	3
14.15	4.4	1
23.55	11.85	3
16.15	12.95	3
22.25	21.0	1
12.35	11.4	2
11.55	22.45	1
22.2	15.65	1
11.45	6.15	1
21.9	11.1	3
27.35	18.45	3
28.3	26.6	2
21.0	22.15	1
3.0	15.1	3
17.5	11.7	3
22.6	16.2	1
13.3	27.6	3
7.95	10.95	1
11.85	16.5	2
25.6	29.05	2
16.4	27.75	3
22.05	26.5	3
24.3	24.85	3
27.55	9.65	2
5.15	21.8	3
27.0	20.7	3
19.6	23.15	1
23.2	18.25	1
13.6	9.65	2
3.35	11.4	3
15.95	19.9	2
28.05	5.0	1
11.55	14.7	2
26.2	22.3	3
7.75	11.7	1
10.9	26.75	3
21.9	7.1	2
30.6	13.65	2
31.45	16.55	2
16.5	12.5	3
23.0	19.35	1
16.9	7.6	2
18.2	23.6	1
11.95	22.7	1
22.15	15.55	1
29.0	11.15	2
12.2	11.75	2
5.6	22.5	3
8.9	9.05	1
20.0	2.9	1
10.2	21.25	1
27.4	18.0	3
22.7	26.15	3
